id,target,Branch,Res,Age,Income,HMOwn,LORes,HMVal,Moved,InArea,CRScore,AcctAge1,DDA,DDABal,Dep,DepAmt,Inv,InvBal,CashBk,Checks,DirDep,NSF,NSFAmt,Phone,Teller,Sav,SavBal,ATM,ATMAmt,POS,POSAmt,CD,CDBal,IRA,IRABal,LOC,LOCBal,ILS,ILSBal,MM,MMBal,MMCred,MTG,MTGBal,CCBal,CCPurc,SDB
7028,1,B15,S,36,100,1,6.5,134,0,1,565,60.9,1,1871.93,2,837.46,,,0,4,0,0,0,,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,1,37839.92,,,0
7029,1,B15,R,48,15,0,3.5,92,0,1,677,57.4,1,2880.12,4,4558.29,,,0,12,0,0,0,,1,0,0,1,0,,,0,0,0,0,0,0,1,10323.97,0,0,0,0,0,,,0
7030,1,B15,U,62,13,1,6,84,0,1,672,60.2,1,1974.62,5,4500.85,,,0,9,1,0,0,,0,1,3685.43,1,3695.44,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
7031,1,B15,S,45,44,1,10,105,0,1,597,43.5,1,2217.66,3,2545.14,,,0,3,0,0,0,,3,0,0,1,3471.05,,,0,0,0,0,0,0,0,0,1,16531.14,0,0,0,,,1
7032,1,B15,S,48,18,1,8,108,0,1,681,56.1,1,7473.14,3,2159.95,,,0,10,0,0,0,,0,1,7824.64,1,4400.08,,,0,0,0,0,0,0,0,0,1,19139.51,0,0,0,,,0
7033,1,B15,U,47,145,1,5.5,152,0,1,693,60.8,1,723.89,5,2385.35,,,0,9,0,1,13.7,,0,1,1308.83,1,10619.46,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
7034,1,B15,U,34,7,0,5.5,98,0,1,666,53.8,1,2911.3,2,3579.23,,,0,8,1,0,0,,1,1,6811.71,1,1116.81,,,1,32000,0,0,0,0,0,0,0,0,0,0,0,,,0
7035,1,B15,R,60,38,0,4,105,1,1,644,40.4,1,1655.77,4,1804.67,,,0,16,1,0,0,,5,0,0,1,48.35,,,0,0,1,3093.33,0,0,0,0,0,0,0,0,0,,,0
7036,1,B16,R,52,30,1,5.5,106,0,1,670,,1,4176.97,2,4552.34,0,0,0,11,0,0,0,0,4,0,0,1,6767.77,0,0,0,0,0,0,1,78455.48,0,0,0,0,0,1,161310.91,254627.45,1,0
7037,1,B16,R,,,,,,0,1,647,49.6,1,5500.12,3,6561.68,0,0,0,9,0,0,0,1,5,1,504.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2242.36,0,0
7038,1,B16,R,61,40,1,10.5,105,0,1,660,60.8,1,1665.88,2,1335.56,0,0,0,0,1,0,0,0,0,0,0,1,29.65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,233084.43,228076.81,1,0
7039,1,B16,R,46,40,0,4.5,99,0,1,701,56.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7040,1,B16,R,,,,,,0,1,684,60.1,1,1205.57,2,964.63,0,0,0,1,0,0,0,0,0,1,5247.23,1,0,1,60.51,0,0,0,0,0,0,0,0,0,0,0,0,0,66.06,0,0
7041,1,B16,R,80,34,1,11,146,0,1,763,46.5,1,29716.09,1,842.72,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7042,1,B16,U,,20,0,5,107,0,1,,57.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7043,1,B16,R,39,65,1,7.5,102,0,1,669,51.8,1,12.92,0,0,0,0,0,0,0,0,0,0,0,1,3048.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,183760.05,166006.49,0,0
7044,1,B16,R,83,31,1,9,93,0,1,753,34.4,1,882.05,3,931.81,0,0,0,5,1,0,0,0,3,0,0,1,72.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.13,0,0
7045,1,B16,R,37,45,1,14,106,0,1,620,53.2,1,2333.79,5,4750.41,0,0,0,37,0,0,0,1,0,0,0,1,3283.34,1,37.08,0,0,0,0,0,0,1,10114.78,0,0,0,0,0,30897.01,0,0
7046,1,B16,R,74,25,1,10.5,91,0,1,628,60.8,1,2708.26,1,576.83,0,0,0,0,0,0,0,0,0,0,0,1,745.98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,62554.45,56030.87,0,0
7047,1,B16,R,51,17,1,11.5,96,0,1,685,58.1,1,2862.84,4,7898.3,0,0,0,8,1,0,0,0,0,0,0,1,2699.68,2,194.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7048,1,B16,S,48,33,0,5,135,0,1,663,57.3,1,11584.83,2,3359.6,0,0,0,4,1,0,0,0,0,1,24208.94,1,808.65,0,0,0,0,1,18098.9,0,0,0,0,0,0,0,0,0,984.78,0,0
7049,1,B16,R,74,30,0,4,117,0,1,714,58.7,1,146.3,1,71.95,0,0,0,0,0,0,0,0,0,0,0,1,68.19,0,0,1,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7050,1,B16,R,29,54,0,6,121,0,1,627,57.5,1,306.7,3,1641.07,0,0,0,15,1,0,0,0,0,1,61.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5817.02,0,0
7051,1,B16,R,,,,,,0,1,703,48.4,1,1513.61,1,541.07,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15714.11,1,0,0,0,0,0
7052,1,B16,U,,,,,,0,1,628,56.3,1,3158.32,3,3381.27,1,0,0,2,0,0,0,0,1,1,110.37,1,0,0,0,0,0,1,13850.38,0,0,0,0,0,0,0,0,0,264.21,0,0
7053,1,B16,R,39,37,0,5,98,0,1,690,59.5,1,305.54,3,1122.05,0,0,0,6,1,0,0,2,1,1,82.44,1,262.36,5,127.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7054,1,B16,U,,,,,,0,1,676,59.5,1,161.34,0,0,0,0,0,0,0,0,0,0,0,1,38736.91,0,0,0,0,1,12500,1,13643.88,0,0,0,0,0,0,0,0,0,0,0,1
7055,1,B16,R,44,70,1,5,127,0,1,713,53.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33749.32,0,0,0,0,0,1,387174.44,367062.75,0,0
7056,1,B16,R,39,51,1,6,106,0,1,634,58.9,1,218.05,1,510.07,0,0,0,1,0,0,0,0,1,0,0,1,115.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7057,1,B16,R,73,58,1,7,120,0,1,709,57,1,73.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,953.48,0,0
7058,1,B16,R,81,61,1,7,118,0,1,688,50.6,1,533.25,2,388.66,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7059,1,B16,U,,,,,,0,1,670,57.8,1,1821.83,7,4899.92,0,0,0,13,1,1,6.11,1,3,1,10.7,1,811.1,6,253.97,0,0,0,0,0,0,0,0,0,0,0,0,0,4490.5,0,0
7060,1,B16,S,53,27,1,10,114,0,1,594,60.6,1,11272,3,2553.12,0,0,0,0,0,0,0,0,8,0,0,1,28.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.9,1,0
7061,1,B16,R,22,124,1,6.5,149,0,1,554,60.7,1,55.69,2,186.56,0,0,0,2,0,0,0,0,3,1,6000.66,1,2139.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253.19,0,0
7062,1,B16,R,37,21,0,2.5,87,0,1,649,54.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14266.97,0,0
7063,1,B16,U,36,70,1,6.5,106,0,1,610,60.4,1,2227.37,3,1630.37,0,0,0,2,0,0,0,0,0,1,992.91,1,2255.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7064,1,B16,R,40,20,1,9.5,99,0,1,614,33.4,1,188.07,2,621.47,0,0,0,7,0,0,0,0,1,1,265.74,0,0,0,0,1,7800,0,0,0,0,0,0,0,0,0,1,335125.97,327025.78,0,0
7065,1,B16,R,60,24,0,3.5,100,0,1,714,60.6,1,81.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7066,1,B16,R,36,49,1,8,90,0,1,694,59.2,1,19.28,1,13.19,0,0,0,0,0,0,0,0,0,1,36.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.93,1,1
7067,1,B16,R,29,31,0,6.5,103,0,1,649,60.3,1,777.37,2,913.75,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7068,1,B16,R,,,,,,0,1,675,54.4,1,6542.09,3,1802.55,0,0,0,2,0,0,0,0,0,1,4053.24,1,2692.25,2,114.85,0,0,0,0,0,0,0,0,0,0,0,0,0,8.97,0,0
7069,1,B16,R,,,,,,0,1,612,57.4,1,201.07,3,1542.02,0,0,0,1,0,0,0,0,0,1,723.4,1,3216.75,0,0,1,8100,0,0,0,0,0,0,0,0,0,0,0,1901.87,1,0
7070,1,B16,R,60,34,0,6.5,106,0,1,728,56.6,1,2701.97,1,158.62,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7071,1,B16,R,44,90,1,7.5,140,0,1,706,,1,2204.04,2,15472.76,0,0,0,4,1,0,0,0,9,1,93.39,0,0,0,0,1,11400,1,13845.41,1,25243.46,0,0,0,0,0,0,0,27789.53,1,0
7072,1,B16,R,27,70,0,3.5,143,0,1,609,58.8,1,1979.46,3,1633.63,0,0,0,2,0,0,0,0,2,1,4507.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1664.14,0,0
7073,1,B16,R,39,9,0,5.5,92,0,1,620,61.2,1,620.25,2,1480.59,0,0,0,1,0,0,0,0,0,1,1.43,1,1457.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7074,1,B16,U,47,22,1,9.5,90,0,0,697,46.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589.42,0,0
7075,1,B16,R,31,15,1,8,92,0,1,568,54.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17063.76,1,1344.82,1,283.33,0,0,0,0,0,0,0,0,1,12613.31,0,0,0,0,0,0
7076,1,B16,R,85,7,1,15,91,0,1,679,59.8,1,1990.57,4,1289.95,0,0,0,3,1,0,0,0,0,1,1588.28,1,84.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7077,1,B16,R,44,13,1,6.5,88,0,1,640,55.2,1,1057.93,3,5487.92,0,0,0,3,0,0,0,0,0,0,0,1,1777.86,1,61.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7078,1,B16,R,46,35,0,2.5,106,0,1,684,58.8,1,501.44,4,875.7,0,0,0,3,0,1,2.61,2,0,1,3.35,1,1317.94,2,55.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7079,1,B16,R,60,30,1,9,123,0,1,698,53.5,1,14665.84,2,17121.19,0,0,0,7,1,0,0,1,2,0,0,1,706.83,4,499.48,0,0,0,0,0,0,0,0,0,0,0,1,333684.49,328871.21,0,1
7080,1,B16,R,41,86,0,2,143,0,1,647,57.2,1,1872.56,2,3748.65,0,0,0,4,0,0,0,0,0,1,12360.5,1,4572.37,0,0,1,4800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7081,1,B16,R,59,8,0,5.5,101,0,1,679,52.9,1,535.97,2,806.3,0,0,0,3,0,0,0,0,0,0,0,1,7359.98,0,0,0,0,0,0,0,0,0,0,1,15395.72,0,0,0,990.2,0,0
7082,1,B16,U,,73,1,5.5,123,0,1,,41.3,1,1344.53,0,0,0,0,0,0,0,0,0,0,0,0,0,1,114.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7083,1,B16,R,63,16,0,3.5,98,0,1,645,,1,4344.78,3,4160.33,0,0,0,2,0,0,0,0,0,0,0,1,5137.76,3,117.52,0,0,0,0,0,0,0,0,1,18299.44,2,0,0,0,0,0
7084,1,B16,R,31,43,0,7,116,0,1,586,48.1,1,705.79,7,2321.19,0,0,0,8,0,0,0,2,0,1,845.05,1,2477.11,1,35.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7085,1,B16,R,51,13,0,2.5,96,0,1,740,59.6,1,1419.51,2,1091.73,0,0,0,1,1,0,0,0,0,1,949.2,1,880.15,2,140.16,0,0,0,0,0,0,0,0,0,0,0,0,0,280.95,1,0
7086,1,B16,R,43,23,0,7,99,0,1,663,59.8,1,19.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7087,1,B16,R,59,35,1,7,100,0,1,629,51.3,1,611.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7088,1,B16,R,36,42,1,11.5,98,0,1,607,60.2,1,230.22,5,2618.55,0,0,0,5,1,1,63.22,3,0,1,29.57,1,1774.37,6,255.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7089,1,B16,R,36,40,1,10,108,0,1,656,,1,197.63,2,1043.93,0,0,0,5,0,1,13.51,0,0,0,0,1,1868.29,1,45.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7090,1,B16,R,,,,,,0,1,736,61.1,1,178.66,1,76.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7091,1,B16,U,54,14,1,7,95,0,1,660,49.7,1,1097.98,4,2726.49,0,0,0,3,1,0,0,0,1,1,348.01,1,2794.17,7,300.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7092,1,B16,R,,,1,,,0,1,601,57,1,1952.36,7,6640.06,0,0,0,5,1,0,0,6,3,1,2610.97,1,2473.96,6,325.79,0,0,0,0,1,4574.55,1,9986.24,0,0,0,1,278467.58,275182.14,1,0
7093,1,B16,R,28,87,1,6,130,0,1,663,58.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50906.39,1,14458.2,4,578.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7094,1,B16,R,,71,0,3.5,135,0,1,,59.5,1,242.63,4,996.82,0,0,1,2,1,0,0,2,7,1,49.77,1,145.59,8,245.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7095,1,B16,R,31,40,0,5,121,0,1,601,57.8,1,686.97,2,975.54,0,0,0,2,0,0,0,1,0,0,0,1,1238.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7096,1,B16,R,,,,,,0,1,595,58.2,1,4723.31,3,3916.95,0,0,0,3,0,0,0,0,1,1,3015.08,1,5353.93,4,249.67,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6,1,1
7097,1,B16,R,79,53,1,5.5,108,0,1,673,38.2,1,463.31,3,2595.64,0,0,0,8,0,0,0,0,3,0,0,1,328.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10971.81,0,0
7098,1,B16,R,56,70,1,10.5,135,0,1,706,,1,9916.33,2,16348.47,0,0,0,9,0,0,0,0,7,1,9431.09,0,0,0,0,1,20000,0,0,1,44678.27,0,0,0,0,0,1,261469.76,306387.94,0,0
7099,1,B16,R,49,12,1,12,89,0,1,644,58.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,752.68,0,0,0,0,0,0,0,0,0,0,0,0,1,14693.7,1,0,0,1405.74,0,0
7100,1,B16,R,43,12,0,5,100,0,1,610,58,1,195.92,1,611.99,0,0,0,0,0,1,20.18,0,0,0,0,1,995.93,2,89.97,0,0,0,0,0,0,0,0,0,0,0,0,0,482.77,0,0
7101,1,B16,R,18,157,0,2,178,0,1,626,59.6,1,4363,4,5287.29,0,0,0,6,1,0,0,1,4,0,0,1,874.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7102,1,B16,R,41,38,1,9.5,106,0,1,683,59.6,1,38.13,1,42.39,0,0,0,0,0,0,0,0,1,1,104.21,1,42.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7103,1,B16,U,28,113,1,9,152,0,1,619,57.2,1,3227.69,2,1320.25,0,0,0,0,0,0,0,0,2,1,9267.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1116.37,0,0
7104,1,B16,R,68,21,1,7.5,86,0,1,685,55.5,1,919.12,2,1645.02,0,0,0,6,1,0,0,0,0,0,0,1,904.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7105,1,B16,R,23,21,0,7,104,0,1,646,57.6,1,299.27,6,2922.3,0,0,0,23,1,0,0,10,3,1,139.51,1,153.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4514.67,0,0
7106,1,B16,R,61,47,0,3.5,117,0,1,682,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7107,1,B16,U,68,44,1,8.5,105,0,1,691,,1,630.76,1,0.49,0,0,0,0,0,0,0,0,0,1,594.55,1,17.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575.73,0,0
7108,1,B16,S,32,139,0,2,154,0,1,628,47.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12886.42,1,14748.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7109,1,B16,R,57,24,1,7.5,96,0,1,735,59.3,1,2898.9,0,0,0,0,0,0,0,0,0,0,1,1,1112.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7110,1,B16,R,39,5,0,11,96,0,1,644,57.7,1,927.99,4,1635.01,0,0,0,5,1,0,0,0,1,1,444.12,1,806.5,5,274.43,1,8300,0,0,0,0,0,0,0,0,0,0,0,43.2,1,0
7111,1,B16,R,50,66,0,5.5,141,0,1,655,,1,1798.38,2,2605.85,0,0,0,22,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2240.58,0,0
7112,1,B16,R,,,1,,,0,1,734,58.2,1,99.94,2,1024.96,0,0,0,5,1,1,14.73,0,4,0,0,1,73.28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,75693.29,66472.81,0,0
7113,1,B16,R,,,,,,0,1,662,57.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.67,0,0
7114,1,B16,R,59,34,1,15,106,0,1,746,57.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7115,1,B16,R,56,40,0,4.5,113,0,1,729,56.9,1,1844.75,4,2148.45,0,0,0,12,1,0,0,0,0,0,0,1,799.3,2,56.79,0,0,0,0,0,0,1,10235.95,0,0,0,0,0,8185.82,2,0
7116,1,B16,R,43,15,0,6.5,98,0,1,641,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7117,1,B16,R,50,1,1,9.5,87,1,1,669,57.2,1,2779.47,3,2506.42,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,1,30617.74,0,0,0,0,0,0,0,0,0,613.87,0,0
7118,1,B16,R,44,40,0,5,116,0,1,609,57.1,1,1059.51,4,2375.71,0,0,0,9,0,0,0,3,3,1,118.95,1,1317.44,5,111.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7119,1,B16,R,27,39,0,5.5,119,0,1,591,55.8,1,948.36,6,3831.55,0,0,0,7,0,0,0,0,0,0,0,1,2943.99,1,38.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7120,1,B16,R,59,60,1,13,135,0,1,680,47,1,3789.26,2,2927.37,0,0,0,4,1,0,0,0,4,1,6627.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7121,1,B16,R,18,71,1,8.5,115,0,0,583,58.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8177.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.15,0,0
7122,1,B16,R,57,40,1,10,103,0,1,632,36.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2251.09,1,267.27,0,0,0,0,0,0,0,0,0,0,1,14531.13,0,0,0,306.23,0,0
7123,1,B16,R,39,37,1,7,103,0,1,658,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7124,1,B16,R,40,40,0,3,111,0,1,732,59.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82.44,1,1423.53,8,464.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7125,1,B16,R,43,19,1,11,132,0,1,695,57.2,1,20986.41,3,2121.85,0,0,0,2,1,0,0,0,0,0,0,1,367.02,1,75.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7126,1,B16,R,42,127,1,8.5,145,0,1,651,59.6,1,1078.41,3,2524.72,0,0,0,10,1,0,0,1,0,1,2145.1,1,0,8,412.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7127,1,B16,R,51,20,1,5.5,98,0,1,727,56.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10200,0,0,0,0,1,10792.53,1,14921.43,1,0,0,1510.58,1,0
7128,1,B16,R,17,176,0,2,204,0,1,677,53.9,1,3769.83,2,3340.44,0,0,0,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7129,1,B16,S,53,8,0,9,97,0,1,644,49.6,1,3610.72,3,3524.16,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,1,500,0,0,0,0,0,0,0,0,0,0,0,25.43,1,1
7130,1,B16,R,,,,,,0,1,685,34.5,1,3760.94,2,1699.83,0,0,0,2,1,0,0,0,0,1,4279.9,1,731.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7131,1,B16,R,23,81,1,6,119,0,1,577,61.1,1,646.56,2,922.01,0,0,0,2,0,1,12.53,0,0,1,253.42,1,1226.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7132,1,B16,R,35,127,0,2,167,0,1,626,40,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2255.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7133,1,B16,R,22,10,1,5,96,0,1,663,59.7,1,513.66,3,2128.42,0,0,0,13,0,0,0,0,8,1,7,1,23.52,0,0,0,0,0,0,0,0,0,0,0,0,0,1,87497.88,81248.77,1,0
7134,1,B16,R,59,44,1,9.5,99,0,1,681,47.5,1,4270.45,1,1609.61,0,0,0,5,1,0,0,0,4,1,34866.96,0,0,0,0,0,0,1,58394.44,0,0,0,0,0,0,0,0,0,64.64,0,0
7135,1,B16,R,29,47,0,5.5,123,0,1,670,57.2,1,1654.39,4,1703.79,0,0,0,4,0,0,0,0,3,1,4907.27,1,97.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7136,1,B16,R,55,30,0,5,124,0,1,617,54.4,1,8739.02,3,10499.33,0,0,0,6,0,0,0,2,0,1,624.39,1,7614.01,33,829.11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7137,1,B16,S,59,21,1,10,91,0,1,734,56.6,1,1012.1,1,1876.74,0,0,0,6,0,0,0,0,3,0,0,1,2340.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7138,1,B16,R,24,98,1,6.5,133,0,1,588,,1,2228.7,4,1822.52,0,0,0,12,1,0,0,0,5,0,0,0,0,0,0,1,500,1,0,0,0,0,0,0,0,0,0,0,778.6,1,0
7139,1,B16,U,59,20,0,5.5,135,0,1,714,59.6,1,4623.44,2,14108.92,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,60244.85,0,0,0,0,0,0,0,66598.64,0,0
7140,1,B16,R,47,35,0,5,119,0,1,737,57.9,1,425,2,1580.22,0,0,0,4,0,0,0,0,0,1,16.88,1,2111.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7141,1,B16,R,27,48,0,5.5,117,0,1,697,56.8,1,1879.11,3,896.74,0,0,0,6,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16254.67,0,0,0,0,0,0
7142,1,B16,R,,125,0,3.5,144,0,1,,53.3,0,0,0,0,1,47558.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2227.74,1,29616.02,0,0,1,14993.83,1,0,0,29050.32,1,0
7143,1,B16,R,,,,,,0,1,646,56.2,1,932.21,2,1264.25,0,0,0,2,0,0,0,0,3,1,4363.14,1,279.86,3,118.64,0,0,0,0,0,0,0,0,0,0,0,0,0,280.52,1,0
7144,1,B16,R,,26,0,6,109,0,1,,27.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,170300,1,17050.23,0,0,0,0,0,0,0,0,0,208.58,0,0
7145,1,B16,R,21,18,0,6,94,0,1,559,44.7,1,594.88,2,1500.11,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.93,1,0
7146,1,B16,R,38,25,0,4.5,101,0,1,689,57.4,1,17.66,1,156.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9951.16,0,0,0,0,0,5787.06,0,0
7147,1,B16,U,64,44,0,3,124,0,1,670,61,1,3430.85,2,1812.17,0,0,0,13,1,0,0,0,1,1,2401.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7148,1,B16,R,16,94,0,2.5,136,0,1,641,59.6,1,506.34,3,1351.06,0,0,0,4,1,0,0,0,0,0,0,1,1303.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7149,1,B16,R,,45,0,6.5,104,0,1,,60.1,1,434.94,4,1471.67,0,0,0,5,0,1,17.84,3,3,0,0,1,1443.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7150,1,B16,R,41,30,0,4,96,0,1,654,59.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5558.75,1,1801.92,0,0,1,15600,0,0,0,0,0,0,0,0,0,0,0,130.82,0,0
7151,1,B16,R,45,47,1,9.5,94,0,1,676,54.3,1,2913.82,3,1265.92,0,0,0,31,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7152,1,B16,R,40,18,0,5.5,96,0,1,644,57,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17904.24,1,58.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.72,1,0
7153,1,B16,R,50,35,1,7.5,102,0,1,637,56.7,1,356.78,1,288.65,0,0,0,0,0,0,0,0,0,0,0,1,339.39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,76153.81,67429.41,3,0
